"condition","score","score_result"
"Emergency Contraception",0.0819672131147541,"positive"
"Obsessive Compulsive Disorder",0,"neutral"
"Birth Control",0.027027027027027,"positive"
"Atrophic Vaginitis",0.101694915254237,"positive"
"Birth Control",-0.0975609756097561,"negative"
"Diabetes, Type 2",0.0563380281690141,"positive"
"Cluster Headaches",0.1,"positive"
"Birth Control",-0.166666666666667,"negative"
"Anxiety",-0.142857142857143,"negative"
"Onychomycosis, Toenail",0.0175438596491228,"positive"
"Urticaria",-0.0172413793103448,"negative"
"Birth Control",0.111111111111111,"positive"
"Fibromyalgia",-0.333333333333333,"negative"
"Anxiety",-0.260869565217391,"negative"
"Birth Control",-0.133333333333333,"negative"
"Birth Control",0.0731707317073171,"positive"
"Gout, Acute",0,"neutral"
"Pain",0.0925925925925926,"positive"
"Vaginal Yeast Infection",0.0333333333333333,"positive"
"Birth Control",0.0163934426229508,"positive"
"Insomnia",-0.133333333333333,"negative"
"Birth Control",-0.0746268656716418,"negative"
"Birth Control",-0.125,"negative"
"Anxiety",-0.0447761194029851,"negative"
"Vaginal Yeast Infection",0.0677966101694915,"positive"
"Emergency Contraception",-0.0645161290322581,"negative"
"Hypothyroidism, After Thyroid Removal",0.25,"positive"
"Insomnia",-0.037037037037037,"negative"
"Depression",-0.140845070422535,"negative"
"Sinusitis",-0.0930232558139535,"negative"
"Local Anesthesia",-0.222222222222222,"negative"
"Birth Control",0.0689655172413793,"positive"
"Seizures",0.04,"positive"
"Seasonal Allergic Conjunctivitis",0.0138888888888889,"positive"
"Skin Or Soft Tissue Infection",0.0625,"positive"
"Anxiety",-0.133333333333333,"negative"
"Birth Control",0.0212765957446809,"positive"
"Muscle Spasm",0.107142857142857,"positive"
"Weight Loss",0.181818181818182,"positive"
"Overactive Bladder",0.113636363636364,"positive"
"Obesity",0.0483870967741935,"positive"
"Vitamin/Mineral Supplementation During Pregnancy/Lactation",0.0731707317073171,"positive"
"Major Depressive Disorder",-0.0317460317460317,"negative"
"Bipolar Disorder",0.0434782608695652,"positive"
"Emergency Contraception",0,"neutral"
"Erectile Dysfunction",-0.0317460317460317,"negative"
"Premenstrual Dysphoric Disorder",0.333333333333333,"positive"
"Birth Control",-0.0363636363636364,"negative"
"Pain",0,"neutral"
"Bipolar Disorder",0.0307692307692308,"positive"
"Social Anxiety Disorder",0.0833333333333333,"positive"
"Bipolar Disorder",0.115384615384615,"positive"
"Weight Loss",0.0845070422535211,"positive"
"Anxiety",0.0769230769230769,"positive"
"Nasal Congestion",0.0294117647058824,"positive"
"Bacterial Infection",0.0392156862745098,"positive"
"Birth Control",0.208333333333333,"positive"
"Muscle Spasm",0.275862068965517,"positive"
"Cough And Nasal Congestion",0.25,"positive"
"Primary Immunodeficiency Syndrome",0,"neutral"
"Asthma, Maintenance",0.0277777777777778,"positive"
"Vaginal Yeast Infection",-0.15,"negative"
"Neuropathic Pain",-0.0714285714285714,"negative"
"Hyperhidrosis",0.0666666666666667,"positive"
"Diabetes, Type 2",0.0410958904109589,"positive"
"Back Pain",0.142857142857143,"positive"
"Birth Control",-0.0227272727272727,"negative"
"Generalized Anxiety Disorder",0.285714285714286,"positive"
"Birth Control",0.0909090909090909,"positive"
"Nasal Congestion",-0.03125,"negative"
"Major Depressive Disorder",0.107142857142857,"positive"
"Headache",0.037037037037037,"positive"
"Birth Control",0.0151515151515152,"positive"
"Depression",0.117647058823529,"positive"
"Postmenopausal Symptoms",-0.0140845070422535,"negative"
"Emergency Contraception",0.0909090909090909,"positive"
"Benign Prostatic Hyperplasia",0.0315789473684211,"positive"
"Birth Control",-0.09375,"negative"
"Pancreatic Exocrine Dysfunction",-0.0731707317073171,"negative"
"Acne",0.102564102564103,"positive"
"Birth Control",0.0681818181818182,"positive"
"Depression",-0.025,"negative"
"Sinusitis",0.0606060606060606,"positive"
"Emergency Contraception",0.1,"positive"
"Major Depressive Disorder",0.0588235294117647,"positive"
"Adhd",0.0545454545454545,"positive"
"Anxiety",-0.1875,"negative"
"Pain",-0.0298507462686567,"negative"
"Anxiety",-0.12,"negative"
"Depression",-0.12,"negative"
"Insomnia",0.0833333333333333,"positive"
"Generalized Anxiety Disorder",-0.0857142857142857,"negative"
"Hepatitis C",0.111111111111111,"positive"
"Birth Control",0.0952380952380952,"positive"
"Birth Control",-0.0784313725490196,"negative"
"Chronic Pain",0,"neutral"
"Anxiety",0.0597014925373134,"positive"
"High Blood Pressure",0.111111111111111,"positive"
"Adhd",-0.032258064516129,"negative"
"Seizure Prevention",-0.142857142857143,"negative"
"Diabetes, Type 2",0.0952380952380952,"positive"
"Birth Control",-0.037037037037037,"negative"
"Allergic Rhinitis",0.14,"positive"
"Acne",0.0303030303030303,"positive"
"High Blood Pressure",0.16,"positive"
"Adhd",0.05,"positive"
"Dermatitis",1,"positive"
"Diabetes, Type 2",-0.129032258064516,"negative"
"Birth Control",0,"neutral"
"Insomnia",0.0961538461538462,"positive"
"Nightmares",0,"neutral"
"Anxiety",0,"neutral"
"Gastroparesis",0.333333333333333,"positive"
"Cold Sores",0,"neutral"
"Atopic Dermatitis",-0.104166666666667,"negative"
"Menorrhagia",-0.131147540983607,"negative"
"Acne",-0.0547945205479452,"negative"
"NA",-0.0689655172413793,"negative"
"Generalized Anxiety Disorder",-0.15625,"negative"
"Birth Control",-0.333333333333333,"negative"
"Adhd",-0.0454545454545455,"negative"
"Obesity",0,"neutral"
"Anxiety",-0.0425531914893617,"negative"
"Birth Control",0,"neutral"
"Angina",-0.0135135135135135,"negative"
"Birth Control",0.0153846153846154,"positive"
"Birth Control",0,"neutral"
"Migraine",-0.0303030303030303,"negative"
"Birth Control",0.0806451612903226,"positive"
"Anxiety",-0.046875,"negative"
"Depression",0.238095238095238,"positive"
"Endometriosis",-0.0816326530612245,"negative"
"Anxiety",0.0869565217391304,"positive"
"Bipolar Disorder",0.0476190476190476,"positive"
"Acne",-0.0666666666666667,"negative"
"Osteoporosis",0.25,"positive"
"Emergency Contraception",0.138888888888889,"positive"
"Diabetes, Type 2",0.5,"positive"
"Vaginal Yeast Infection",0.166666666666667,"positive"
"Birth Control",-0.105263157894737,"negative"
"Schizophrenia",-0.024390243902439,"negative"
"Birth Control",-0.0384615384615385,"negative"
"Muscle Spasm",0.166666666666667,"positive"
"High Blood Pressure",-0.0833333333333333,"negative"
"Generalized Anxiety Disorder",-0.0666666666666667,"negative"
"Opiate Dependence",0.129032258064516,"positive"
"Depression",0,"neutral"
"Birth Control",0.075,"positive"
"Birth Control",0.166666666666667,"positive"
"High Cholesterol",-0.0161290322580645,"negative"
"Birth Control",0.0888888888888889,"positive"
"Birth Control",-0.185185185185185,"negative"
"Smoking Cessation",0.0298507462686567,"positive"
"Depression",0.0307692307692308,"positive"
"Diabetes, Type 2",-0.116666666666667,"negative"
"Birth Control",0.0845070422535211,"positive"
"Weight Loss",0.0476190476190476,"positive"
"Birth Control",0,"neutral"
"Acne",0.25,"positive"
"Alcohol Dependence",-0.0714285714285714,"negative"
"Cough And Nasal Congestion",0.0606060606060606,"positive"
"Birth Control",0.0153846153846154,"positive"
"Depression",0.126984126984127,"positive"
"Birth Control",-0.0138888888888889,"negative"
"Precocious Puberty",0.294117647058824,"positive"
"Depression",0.214285714285714,"positive"
"Acne",0.0563380281690141,"positive"
"Adhd",0.114754098360656,"positive"
"Onychomycosis, Toenail",0.0204081632653061,"positive"
"Constipation, Chronic",-0.103448275862069,"negative"
"Acne",-0.0344827586206897,"negative"
"Fibromyalgia",-0.115942028985507,"negative"
"Chronic Pain",0,"neutral"
"Birth Control",0.0540540540540541,"positive"
"Autism",0,"neutral"
"Adhd",0.1,"positive"
"Birth Control",0.142857142857143,"positive"
"Diabetes, Type 2",0.0422535211267606,"positive"
"Adhd",0.166666666666667,"positive"
"Sciatica",0.0833333333333333,"positive"
"Nasal Congestion",0.210526315789474,"positive"
"Adhd",0.105263157894737,"positive"
"Diabetic Peripheral Neuropathy",0.153846153846154,"positive"
"Generalized Anxiety Disorder",-0.0483870967741935,"negative"
"Weight Loss",0.0444444444444444,"positive"
"Allergic Rhinitis",0.108108108108108,"positive"
"Birth Control",0,"neutral"
"NA",0.0144927536231884,"positive"
"Hepatitis C",0.103448275862069,"positive"
"Chronic Pain",-0.0757575757575758,"negative"
"Adhd",0.117647058823529,"positive"
"Vertigo",0,"neutral"
"Birth Control",0.0266666666666667,"positive"
"Generalized Anxiety Disorder",-0.028169014084507,"negative"
"Birth Control",0,"neutral"
"Vaginal Yeast Infection",0,"neutral"
"Insomnia",-0.125,"negative"
"Acne",0.206896551724138,"positive"
"Bacterial Infection",0.368421052631579,"positive"
"Pinworm Infection (Enterobius Vermicularis)",0.333333333333333,"positive"
"Insomnia",0.0714285714285714,"positive"
"Menstrual Disorders",-0.0327868852459016,"negative"
"Birth Control",-0.0476190476190476,"negative"
"Acne",0,"neutral"
"Bladder Infection",-0.157894736842105,"negative"
"Asthma, Maintenance",0.133333333333333,"positive"
"Multiple Sclerosis",0.0327868852459016,"positive"
"Bacterial Infection",-0.04,"negative"
"Social Anxiety Disorder",-0.113636363636364,"negative"
"NA",0.25,"positive"
"Diabetes, Type 2",-0.0555555555555556,"negative"
"Adhd",0,"neutral"
"Bipolar Disorder",-0.0769230769230769,"negative"
"Lymphoma",-0.0196078431372549,"negative"
"Birth Control",0,"neutral"
"Birth Control",0.157894736842105,"positive"
"Insomnia",0.133333333333333,"positive"
"Osteoarthritis",-0.0634920634920635,"negative"
"Generalized Anxiety Disorder",-0.0816326530612245,"negative"
"Birth Control",-0.194444444444444,"negative"
"Birth Control",0.111111111111111,"positive"
"Opiate Dependence",0.0952380952380952,"positive"
"Birth Control",0.144927536231884,"positive"
"Anxiety",-0.0142857142857143,"negative"
"Bipolar Disorder",0.0909090909090909,"positive"
"Chronic Pain",-1,"negative"
"Anxiety",-0.0192307692307692,"negative"
"Insomnia",0.2,"positive"
"Constipation",0,"neutral"
"Kidney Infections",-0.0136986301369863,"negative"
"Birth Control",-0.015625,"negative"
"Social Anxiety Disorder",-0.0232558139534884,"negative"
"Birth Control",0,"neutral"
"Generalized Anxiety Disorder",-0.0625,"negative"
"Bowel Preparation",0.136363636363636,"positive"
"NA",-0.176470588235294,"negative"
"Diverticulitis",0,"neutral"
"Birth Control",-0.0967741935483871,"negative"
"Birth Control",0.0454545454545455,"positive"
"Diabetes, Type 2",0.0769230769230769,"positive"
"Cough",0.0666666666666667,"positive"
"Depression",0.3,"positive"
"Birth Control",0.0806451612903226,"positive"
"Psoriasis",0.368421052631579,"positive"
"Narcolepsy",0.121951219512195,"positive"
"Abnormal Uterine Bleeding",-0.0317460317460317,"negative"
"Acne",-0.0675675675675676,"negative"
"Major Depressive Disorder",0.103448275862069,"positive"
"Smoking Cessation",0.285714285714286,"positive"
"Pain",0.135135135135135,"positive"
"Photoaging Of The Skin",0.192307692307692,"positive"
"Rosacea",0.131147540983607,"positive"
"Osteoarthritis",0.212121212121212,"positive"
"Smoking Cessation",-0.0172413793103448,"negative"
"Birth Control",0.0163934426229508,"positive"
"Constipation, Drug Induced",-0.0526315789473684,"negative"
"Diabetes, Type 2",0,"neutral"
"Bowel Preparation",0.12962962962963,"positive"
"Emergency Contraception",0.176470588235294,"positive"
"Androgenetic Alopecia",0.145161290322581,"positive"
"Polycystic Ovary Syndrome",0.142857142857143,"positive"
"Major Depressive Disorder",0.0517241379310345,"positive"
"Pain",-0.0769230769230769,"negative"
"Obsessive Compulsive Disorder",-0.0350877192982456,"negative"
"Constipation",0.0769230769230769,"positive"
"Weight Loss",0.0882352941176471,"positive"
"Birth Control",0,"neutral"
"Insomnia",0.3,"positive"
"Depression",0.236842105263158,"positive"
"Adhd",0.114285714285714,"positive"
"Birth Control",-0.0350877192982456,"negative"
"Bipolar Disorder",0.0888888888888889,"positive"
"Bowel Preparation",0,"neutral"
"Adhd",-0.122448979591837,"negative"
"Premenstrual Dysphoric Disorder",0.0625,"positive"
"Adhd",0.0925925925925926,"positive"
"Bowel Preparation",-0.0416666666666667,"negative"
"Sinusitis",-0.272727272727273,"negative"
"Birth Control",-0.0714285714285714,"negative"
"Fibromyalgia",0.235294117647059,"positive"
"Depression",-0.0185185185185185,"negative"
"Diabetes, Type 2",0.0181818181818182,"positive"
"Acne",0.135135135135135,"positive"
"Birth Control",0.0151515151515152,"positive"
"Seasonal Allergic Conjunctivitis",0.0555555555555556,"positive"
"Obesity",0.0303030303030303,"positive"
"Smoking Cessation",0.05,"positive"
"Vaginal Yeast Infection",0.0344827586206897,"positive"
"Major Depressive Disorder",0.137931034482759,"positive"
"Bowel Preparation",-0.1,"negative"
"Hyperhidrosis",0.0377358490566038,"positive"
"Asthma",0.0476190476190476,"positive"
"Insomnia",-0.0487804878048781,"negative"
"Bipolar Disorder",0.0588235294117647,"positive"
"NA",-0.0344827586206897,"negative"
"Depression",-0.0833333333333333,"negative"
"Onychomycosis, Toenail",0.0476190476190476,"positive"
"Depression",0.5,"positive"
"Pain",-0.0714285714285714,"negative"
"Birth Control",-0.037037037037037,"negative"
"Dermatological Disorders",0.125,"positive"
"Depression",-0.0277777777777778,"negative"
"Bacterial Infection",-0.153846153846154,"negative"
"Abnormal Uterine Bleeding",0.0161290322580645,"positive"
"Birth Control",0,"neutral"
"Panic Disorder",-0.102941176470588,"negative"
"Depression",0.157894736842105,"positive"
"Migraine Prevention",0,"neutral"
"Vaginal Yeast Infection",-0.115942028985507,"negative"
"Birth Control",-0.0597014925373134,"negative"
"Emergency Contraception",-0.0645161290322581,"negative"
"Muscle Spasm",0,"neutral"
"Sinusitis",0.0833333333333333,"positive"
"Major Depressive Disorder",0,"neutral"
"Anxiety",0.0394736842105263,"positive"
"Adhd",0.0327868852459016,"positive"
"Acne",0.0740740740740741,"positive"
"Depression",0.135135135135135,"positive"
"Depression",0.131147540983607,"positive"
"Antiphospholipid Syndrome",0,"neutral"
"Birth Control",0.130434782608696,"positive"
"Birth Control",0.0136986301369863,"positive"
"Rheumatoid Arthritis",-0.125,"negative"
"Insomnia",0.0547945205479452,"positive"
"Pain",-0.0697674418604651,"negative"
"Underactive Thyroid",-0.08,"negative"
"Birth Control",0.04,"positive"
"Weight Loss",0.0363636363636364,"positive"
"Adhd",0.140350877192982,"positive"
"Depression",-0.0147058823529412,"negative"
"Anxiety",0.2,"positive"
"Birth Control",0.125,"positive"
"Birth Control",-0.0158730158730159,"negative"
"Constipation",-0.0526315789473684,"negative"
"Keratoconjunctivitis Sicca",-0.0625,"negative"
"Birth Control",-0.0222222222222222,"negative"
"Birth Control",-0.0895522388059701,"negative"
"Birth Control",-0.0256410256410256,"negative"
"Bipolar Disorder",-0.235294117647059,"negative"
"Opiate Dependence",0.087719298245614,"positive"
"NA",-0.333333333333333,"negative"
"Birth Control",0.075,"positive"
"Depression",0.0263157894736842,"positive"
"Anxiety And Stress",-0.1,"negative"
"Bacterial Infection",-0.0634920634920635,"negative"
"Irritable Bowel Syndrome",0.0666666666666667,"positive"
"Abnormal Uterine Bleeding",0.0714285714285714,"positive"
"Alcohol Withdrawal",-0.105263157894737,"negative"
"Anxiety And Stress",-0.173913043478261,"negative"
"Pain",-0.1,"negative"
"Birth Control",-0.1,"negative"
"Obesity",0.075,"positive"
"Hirsutism",-0.0677966101694915,"negative"
"Anxiety",0.0285714285714286,"positive"
"Opiate Dependence",0.0689655172413793,"positive"
"Pain",0,"neutral"
"Bipolar Disorder",0.0967741935483871,"positive"
"Obesity",0.0294117647058824,"positive"
"Restless Legs Syndrome",-0.130434782608696,"negative"
"Epilepsy",0.0754716981132075,"positive"
"Birth Control",0,"neutral"
"Birth Control",0.04,"positive"
"Osteoarthritis",0.0810810810810811,"positive"
"Birth Control",0,"neutral"
"Hiv Infection",0.0625,"positive"
"Weight Loss",0,"neutral"
"Bipolar Disorder",0.037037037037037,"positive"
"High Cholesterol",-0.108108108108108,"negative"
"Obesity",0.09375,"positive"
"Adhd",0.128205128205128,"positive"
"Birth Control",0.266666666666667,"positive"
"Birth Control",-0.133333333333333,"negative"
"Depression",0.107142857142857,"positive"
"Seasonal Allergic Conjunctivitis",-0.0151515151515152,"negative"
"Cluster Headaches",0,"neutral"
"Nausea/Vomiting",0.333333333333333,"positive"
"Opiate Dependence",0.147540983606557,"positive"
"Obesity",0.130434782608696,"positive"
"Insomnia",-0.0454545454545455,"negative"
"Osteoarthritis",-0.0833333333333333,"negative"
"Anxiety",0,"neutral"
"Rhinitis",0.0285714285714286,"positive"
"Major Depressive Disorder",0.0545454545454545,"positive"
"Underactive Thyroid",-0.0461538461538462,"negative"
"Pain",0.222222222222222,"positive"
"Premature Labor",-0.0555555555555556,"negative"
"Allergic Rhinitis",0,"neutral"
"Urticaria",0.0909090909090909,"positive"
"High Blood Pressure",0.1,"positive"
"Smoking Cessation",0.0163934426229508,"positive"
"Erosive Esophagitis",0.5,"positive"
"Pain",-0.127272727272727,"negative"
"Constipation",-0.0833333333333333,"negative"
"Acne",0.0681818181818182,"positive"
"Amenorrhea",0,"neutral"
"Depression",0.0178571428571429,"positive"
"Birth Control",-0.0952380952380952,"negative"
"Insomnia",0.0344827586206897,"positive"
"Obesity",0.16,"positive"
"Insomnia",0.127659574468085,"positive"
"Sinusitis",0.0196078431372549,"positive"
"Birth Control",-0.0181818181818182,"negative"
"Nasal Congestion",0.0612244897959184,"positive"
"Anesthesia",0,"neutral"
"Birth Control",-0.0545454545454545,"negative"
"Birth Control",0.0327868852459016,"positive"
"Prevention Of Thromboembolism In Atrial Fibrillation",0.0447761194029851,"positive"
"Hypogonadism, Male",0.109375,"positive"
"Fibromyalgia",0.0303030303030303,"positive"
"Birth Control",-0.117647058823529,"negative"
"Depression",0,"neutral"
"Bipolar Disorder",-0.0833333333333333,"negative"
"Adhd",0,"neutral"
"Fibromyalgia",0.208333333333333,"positive"
"Birth Control",0,"neutral"
"Birth Control",-0.0526315789473684,"negative"
"Constipation",0.03125,"positive"
"Acne",-0.151515151515152,"negative"
"Hepatitis C",0,"neutral"
"Acne",0.0303030303030303,"positive"
"Insomnia",0.117647058823529,"positive"
"Depression",0.157142857142857,"positive"
"Depression",-0.0454545454545455,"negative"
"Birth Control",0.0625,"positive"
"Peripheral Neuropathy",-0.173913043478261,"negative"
"Helicobacter Pylori Infection",-0.0666666666666667,"negative"
"Chronic Pain",0,"neutral"
"Depression",0.103448275862069,"positive"
"Vaginal Yeast Infection",0.0769230769230769,"positive"
"Abnormal Uterine Bleeding",-0.11864406779661,"negative"
"Birth Control",-0.0545454545454545,"negative"
"Abnormal Uterine Bleeding",-0.136363636363636,"negative"
"Birth Control",-0.0277777777777778,"negative"
"Constipation",0.0535714285714286,"positive"
"Insomnia",0.315789473684211,"positive"
"Hiv Infection",0.0508474576271186,"positive"
"Muscle Spasm",0,"neutral"
"Diabetes, Type 2",0.078125,"positive"
"Trichotillomania",-0.2,"negative"
"Birth Control",-0.0476190476190476,"negative"
"Rheumatoid Arthritis",0.2,"positive"
"Adhd",-0.0491803278688525,"negative"
"Psoriasis",0.0769230769230769,"positive"
"Bipolar Disorder",0.0416666666666667,"positive"
"Depression",0.0566037735849057,"positive"
"Birth Control",0,"neutral"
"High Cholesterol, Familial Heterozygous",-0.0547945205479452,"negative"
"Birth Control",-0.0363636363636364,"negative"
"Obesity",0.173076923076923,"positive"
"High Blood Pressure",0,"neutral"
"Obesity",0.12,"positive"
"Menorrhagia",0.1,"positive"
"Depression",-0.0277777777777778,"negative"
"Vitamin/Mineral Supplementation During Pregnancy/Lactation",0.0606060606060606,"positive"
"Urinary Tract Infection",0.0144927536231884,"positive"
"Bowel Preparation",-0.0392156862745098,"negative"
"Anxiety",-0.0147058823529412,"negative"
"Spondyloarthritis",0.117647058823529,"positive"
"Pain",0.0571428571428571,"positive"
"Actor Ix Deficiency",0.0909090909090909,"positive"
"Depression",-0.0625,"negative"
"Urinary Incontinence",-0.5,"negative"
"Polycystic Ovary Syndrome",0.2,"positive"
"Insomnia",0.0384615384615385,"positive"
"Weight Loss",0.12280701754386,"positive"
"Depression",0.0862068965517241,"positive"
"Birth Control",-0.0384615384615385,"negative"
"Depression",0.0862068965517241,"positive"
"Depression",-0.0704225352112676,"negative"
"Opiate Dependence",-0.0508474576271186,"negative"
"Parkinson's Disease",0.115384615384615,"positive"
"Anxiety And Stress",0.266666666666667,"positive"
"Depression",-0.0303030303030303,"negative"
"Birth Control",0.2,"positive"
"Acne",0.108108108108108,"positive"
"Fibromyalgia",0.0151515151515152,"positive"
"Cough",-0.125,"negative"
"Restless Legs Syndrome",0,"neutral"
"Heart Attack",-0.0263157894736842,"negative"
"Adhd",-0.0476190476190476,"negative"
"Abnormal Uterine Bleeding",0.08,"positive"
"Alzheimer's Disease",0.272727272727273,"positive"
"Pain",0.111111111111111,"positive"
"Birth Control",0.0857142857142857,"positive"
"High Blood Pressure",-0.1,"negative"
"Headache",0.0192307692307692,"positive"
"Schizophrenia",0.172413793103448,"positive"
"Depression",-0.0277777777777778,"negative"
"Bipolar Disorder",0.230769230769231,"positive"
"Weight Loss",0.0606060606060606,"positive"
"Urinary Tract Infection",0.0943396226415094,"positive"
"Postherpetic Neuralgia",0.08,"positive"
"Basal Cell Carcinoma",0.0769230769230769,"positive"
"Major Depressive Disorder",-0.0869565217391304,"negative"
"Restless Legs Syndrome",0.0645161290322581,"positive"
"Depression",0.0161290322580645,"positive"
"Birth Control",-0.032258064516129,"negative"
"Birth Control",0,"neutral"
"Anxiety",0.25,"positive"
"Fibromyalgia",0.08,"positive"
"Gouty Arthritis",-0.0566037735849057,"negative"
"Diabetic Peripheral Neuropathy",0.0333333333333333,"positive"
"Fibromyalgia",-0.204545454545455,"negative"
"Tonsillitis/Pharyngitis",0.8,"positive"
"Major Depressive Disorder",-0.0923076923076923,"negative"
"Migraine Prevention",0.0142857142857143,"positive"
"Overactive Bladder",0.0161290322580645,"positive"
"Alcohol Dependence",0.155555555555556,"positive"
"Obesity",0.1875,"positive"
"Irritable Bowel Syndrome",0.0363636363636364,"positive"
"Insomnia",-0.153846153846154,"negative"
"Hirsutism",0.0394736842105263,"positive"
"Bowel Preparation",0.0273972602739726,"positive"
"Depression",0.113207547169811,"positive"
"Emergency Contraception",-0.032258064516129,"negative"
"Birth Control",-0.0338983050847458,"negative"
"Birth Control",-0.151515151515152,"negative"
"Depression",-0.0185185185185185,"negative"
"Chronic Myofascial Pain",0,"neutral"
"Bladder Infection",-0.16,"negative"
"Seizure Prevention",-0.109375,"negative"
"Chronic Pain",0.0714285714285714,"positive"
"Back Pain",0,"neutral"
"Cold Symptoms",0.05,"positive"
"Ulcerative Colitis, Maintenance",0.25,"positive"
"Nightmares",-0.2,"negative"
"Anxiety And Stress",0.0740740740740741,"positive"
"Anxiety And Stress",-0.0327868852459016,"negative"
"Fibromyalgia",0.0681818181818182,"positive"
"Depression",0,"neutral"
"Obesity",0.111111111111111,"positive"
"Depression",0.0204081632653061,"positive"
"Anxiety",0,"neutral"
"Abnormal Uterine Bleeding",0,"neutral"
"Vitamin/Mineral Supplementation During Pregnancy/Lactation",-0.0476190476190476,"negative"
"Acne",0,"neutral"
"Depression",0.0151515151515152,"positive"
"Depression",-0.142857142857143,"negative"
"Edema",0.2,"positive"
"Abnormal Uterine Bleeding",-0.0597014925373134,"negative"
"Herpes Simplex, Suppression",-0.0172413793103448,"negative"
"Diabetes, Type 2",-0.0434782608695652,"negative"
"Birth Control",0.0434782608695652,"positive"
"Hiv Infection",0.0333333333333333,"positive"
"Depression",-0.0816326530612245,"negative"
"Birth Control",0.0344827586206897,"positive"
"Anxiety",0,"neutral"
"Depression",0.236842105263158,"positive"
"Rheumatoid Arthritis",0.133333333333333,"positive"
"Birth Control",-0.0416666666666667,"negative"
"Chronic Myelogenous Leukemia",0.0151515151515152,"positive"
"Birth Control",0.0416666666666667,"positive"
"High Blood Pressure",-0.108108108108108,"negative"
"Vaginal Yeast Infection",0.162162162162162,"positive"
"Onychomycosis, Toenail",0.0447761194029851,"positive"
"Weight Loss",0.0533333333333333,"positive"
"Insomnia",0.4,"positive"
"Migraine Prevention",0.08,"positive"
"Panic Disorder",-0.0909090909090909,"negative"
"Muscle Spasm",0.129032258064516,"positive"
"Kidney Infections",-0.1,"negative"
"Birth Control",-0.0769230769230769,"negative"
"Gerd",0.153846153846154,"positive"
"Weight Loss",0.0701754385964912,"positive"
"Hyperhidrosis",0.037037037037037,"positive"
"Breast Cancer",0.333333333333333,"positive"
"Birth Control",0.0256410256410256,"positive"
"Bowel Preparation",0.0588235294117647,"positive"
"Influenza",-0.0344827586206897,"negative"
"Erectile Dysfunction",0.0350877192982456,"positive"
"Birth Control",0.147058823529412,"positive"
"Inflammatory Bowel Disease",-0.0571428571428571,"negative"
"Anxiety",-0.126760563380282,"negative"
"Obesity",-0.0140845070422535,"negative"
"Vertigo",0.0833333333333333,"positive"
"Birth Control",0.0975609756097561,"positive"
"Hashimoto's Disease",0.162162162162162,"positive"
"Premenstrual Dysphoric Disorder",-0.166666666666667,"negative"
"Bipolar Disorder",0,"neutral"
"Birth Control",0.09375,"positive"
"Birth Control",0,"neutral"
"Urinary Tract Infection",-0.132352941176471,"negative"
"Restless Legs Syndrome",0.0588235294117647,"positive"
"NA",0.25,"positive"
"Erectile Dysfunction",0.1,"positive"
"Birth Control",-0.0434782608695652,"negative"
"Birth Control",0.0540540540540541,"positive"
"Erectile Dysfunction",0.125,"positive"
"Depression",-0.153846153846154,"negative"
"High Blood Pressure",0.0833333333333333,"positive"
"Acne",0.0735294117647059,"positive"
"Emergency Contraception",0,"neutral"
"Panic Disorder",-0.0923076923076923,"negative"
"Urticaria",0.135593220338983,"positive"
"Hot Flashes",0,"neutral"
"Panic Disorder",-0.0909090909090909,"negative"
"Birth Control",0.0714285714285714,"positive"
"Insomnia",0.0333333333333333,"positive"
"Pneumonia",-0.0714285714285714,"negative"
"Birth Control",-0.0377358490566038,"negative"
"Insomnia",0.0434782608695652,"positive"
"NA",-0.0333333333333333,"negative"
"Anxiety And Stress",0.037037037037037,"positive"
"Pain",0,"neutral"
"NA",-0.0153846153846154,"negative"
"Birth Control",0.125,"positive"
"Plaque Psoriasis",0.125,"positive"
"Muscle Spasm",0.2,"positive"
"Adhd",-0.428571428571429,"negative"
"Birth Control",0.0555555555555556,"positive"
"Depression",0.0895522388059701,"positive"
"Insomnia",0,"neutral"
"Muscle Spasm",-0.3,"negative"
"Obesity",0,"neutral"
"Muscle Spasm",-0.0303030303030303,"negative"
"Weight Loss",0.09375,"positive"
"Multiple Sclerosis",0.25,"positive"
"Birth Control",0,"neutral"
"Bacterial Infection",-0.04,"negative"
"Birth Control",0.0465116279069767,"positive"
"Obesity",0.0869565217391304,"positive"
"Impetig",0.24,"positive"
"Angina",0.0714285714285714,"positive"
"Endometriosis",0,"neutral"
"Smoking Cessation",0.0285714285714286,"positive"
"Rosacea",0,"neutral"
"Onychomycosis, Toenail",0.175,"positive"
"Birth Control",-0.115942028985507,"negative"
"Supraventricular Tachycardia",-0.0142857142857143,"negative"
"Chronic Pain",-0.163934426229508,"negative"
"Urinary Tract Infection",0.130434782608696,"positive"
"Birth Control",0.05,"positive"
"Indigestion",0.25,"positive"
"Pain",0.0606060606060606,"positive"
"Birth Control",-0.0952380952380952,"negative"
"Hypogonadism, Male",0.0161290322580645,"positive"
"Urinary Tract Infection",-0.125,"negative"
"Bowel Preparation",0.036144578313253,"positive"
"Birth Control",-0.0153846153846154,"negative"
"Bowel Preparation",0.0428571428571429,"positive"
"Pseudotumor Cerebri",0.125,"positive"
"Emergency Contraception",0.0769230769230769,"positive"
"Herpes Simplex",0.0895522388059701,"positive"
"Sinusitis",0.0217391304347826,"positive"
"Diabetes, Type 2",0.163265306122449,"positive"
"Osteoarthritis",-0.0441176470588235,"negative"
